CreatorOS Production Issue History Export
  ==========================================
  Generated: 2026-06-05T18:41:38.162Z
  Source: Production PostgreSQL (read-only replica)

  Tables included (oldest to newest, all rows):
    1. audit_logs          — 3,669 rows from 2026-02-24 (OLDEST RECORD)
    2. dead_letter_queue   — 1,337 rows from 2026-03-25
    3. autonomous_action_log — 2,357 rows from 2026-04-27
    4. security_events     — 115 rows from 2026-04-11
    5. pipeline_traces     — 14 rows from 2026-05-24

  Prompt for AI analysis:
    "The following is the full issue/event history for an autonomous YouTube
     channel automation system called CreatorOS. Identify recurring failure
     patterns, systemic problems, periods of instability, and root causes.
     Note any escalation trends and what was working vs broken at each phase."

  ==========================================

  

================================================================================
SECTION: AUDIT LOGS (audit_logs) — 3,669 rows from 2026-02-24
442,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:28:24.439
443,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:40:22.161
444,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:41:42.983
445,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:44:22.705
446,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:03:02.4
447,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:06:42.957
448,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:07:20.172
449,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:07:57.699
450,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:08:33.176
451,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:09:09.962
452,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:09:47.177
453,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:10:20.18
454,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:10:53.928
455,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:11:29.232
456,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:12:06.713
457,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:12:40.436
458,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:13:15.43
459,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:13:53.179
460,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:14:27.966
461,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:15:03.237
462,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:15:38.929
463,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:16:18.718
464,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:16:53.93
465,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:17:29.714
466,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:18:17.731
467,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:18:52.237
468,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:19:26.959
469,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:20:05.21
470,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 09:21:40.711
471,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:07:37.237
472,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:08:20.588
473,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:09:05.78
474,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:22:49.819
475,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:24:56.602
476,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:25:48.356
477,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:26:58.32
478,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:30:01.58
479,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:32:55.86
480,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:34:49.128
481,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:37:18.848
482,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:39:18.819
483,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:41:09.375
484,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:43:21.347
485,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:44:07.323
486,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:44:40.125
487,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:45:14.066
488,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:45:48.123
489,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:46:25.605
490,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 18:46:59.345
491,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 21:06:21.766
492,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 21:12:01.78
493,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 21:19:20.005
494,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 21:25:31.965
495,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 21:27:03.952
496,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 21:28:03.747
497,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 21:30:26.715
498,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 21:33:36.21
499,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 21:45:31.93
500,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 21:50:45.771
501,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:01:34.954
502,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:05:40.731
503,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:06:42.953
504,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:07:45.199
505,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:11:57.994
506,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:13:00.723
507,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:14:23.498
508,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:15:08.971
509,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:15:54.745
510,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:16:28.188
511,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:17:16.214
512,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:18:06.452
513,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:19:16.433
514,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:19:53.684
515,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:20:40.729
516,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:21:29.18
517,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:22:11.933
518,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:22:45.217
519,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:23:30.455
520,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:24:19.734
521,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:25:13.935
522,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 22:25:59.688
